Network,Algorithm,NumNodes,NumFlows,PktPerSec,NodeSpeed,Coverage,Throughput(Mbps),Delay(ms),PDR,DRR,Energy(J)
wired,cubic,80,20,200,10,500,0.095568,1449423.173940,0.107461,0.892539,0.000000
