Network,Algorithm,NumNodes,NumFlows,PktPerSec,NodeSpeed,Coverage,Throughput(Mbps),Delay(ms),PDR,DRR,Energy(J)
wired,cubic,20,20,200,10,500,0.100751,1478418.170627,0.113408,0.886592,0.000000
